metadata.version,launch_id,round_id,question_id,n,n_rated,n_both,majority_dir,tie,has_minority,k_min,gai_pre,pre_mean,median_score,majority_bias,n_candidates,bias_initial,bias_revised,movement_sign,movement_mean,movement_gai
EVAL_COHORT1_ABLATION_IID_V1,10e90294082140368f32d61c517bf55b,0f7f957355d581ae15581c572a3e0007,S173970760,5,5,5,-1,False,True,1,0.2,4.4,-0.10171765089035034,1.0,8,1.0,1.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,10e90294082140368f32d61c517bf55b,2f8b16957cdd138105aa16aaa49c87b1,S173964669,5,5,5,1,False,True,2,0.2,4.8,0.1036095917224884,0.75,8,0.5,1.0,0.6,0.8,0.2
EVAL_COHORT1_ABLATION_IID_V1,10e90294082140368f32d61c517bf55b,c09b5a846d350b15637519f81d2737d1,S173966317,5,5,5,-1,False,True,1,0.4,5.2,0.0002450607717037201,0.5,8,0.75,0.25,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,15886eb098884bdfa498156ebd6b0684,081204b67d45bf503a5bd9c722f210c8,S173968022,5,5,5,-1,False,True,2,0.2,4.2,0.005770064890384674,0.375,8,0.25,0.5,0.4,0.6,0.0
EVAL_COHORT1_ABLATION_IID_V1,15886eb098884bdfa498156ebd6b0684,3626866ed4592605ef73e26ac5c0529d,S173967910,5,5,5,1,False,True,2,0.2,4.2,-0.011466993018984795,0.875,8,0.75,1.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,15886eb098884bdfa498156ebd6b0684,d8703f8b6121d03ff684287bfefcc2a9,S173961555,5,5,5,1,False,True,1,0.6,4.6,0.0677759051322937,1.0,8,1.0,1.0,0.4,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,15c8e0c341f346229bcedf5c1130ad93,44f328bf650e4117c7d2d6b70c7fac86,S173966113,5,5,5,-1,False,True,1,0.6,5.4,-0.06718126684427261,0.0,8,0.0,0.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,15c8e0c341f346229bcedf5c1130ad93,a1cb3547ba79b135e26812576969702e,S173963004,5,5,5,-1,False,True,1,0.6,5.4,-0.014310529455542564,0.625,8,0.75,0.5,-0.4,-0.6,-0.39999999999999997
EVAL_COHORT1_ABLATION_IID_V1,15c8e0c341f346229bcedf5c1130ad93,e79bbfb5f619355eeeae9424f5ea9ee8,S173965047,5,5,5,1,False,False,0,0.8,5.2,0.1332683265209198,0.125,8,0.25,0.0,-0.2,-0.6,-0.20000000000000007
EVAL_COHORT1_ABLATION_IID_V1,171e1130356946159a15785b41b53880,50cf4d53538a01f53c3fc037111b2f96,S173961069,5,5,5,1,False,True,1,0.4,4.6,0.0850188285112381,0.25,8,0.5,0.0,-0.2,-0.8,-0.4
EVAL_COHORT1_ABLATION_IID_V1,171e1130356946159a15785b41b53880,c20912a8e5f334ca824adad9e6abc184,S173963520,5,5,5,1,False,True,1,0.6,4.6,0.13614551723003387,0.75,8,0.5,1.0,0.6,0.8,0.0
EVAL_COHORT1_ABLATION_IID_V1,171e1130356946159a15785b41b53880,cb3e7b17f2263e600bcc3a41c689479b,S173964095,5,5,5,-1,False,False,0,1.0,6.4,-0.026291374117136,0.5,8,0.5,0.5,0.4,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,1e50e39ebe34436bb41eb68c94f38abf,5c2b741b34852c025466f90bbf30ee36,S173962935,5,5,5,1,False,False,0,0.8,5.8,0.031907640397548676,1.0,8,1.0,1.0,0.4,0.8,0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,1e50e39ebe34436bb41eb68c94f38abf,afebed170a34afbb817465d901ba07df,S173960548,5,5,5,-1,False,True,2,0.2,4.8,-0.01577368564903736,0.25,8,0.5,0.0,-0.6,-0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,1e50e39ebe34436bb41eb68c94f38abf,d8f193c242b4628e3358638291be0d69,S173961061,5,5,5,1,True,True,2,0.0,4.0,0.07910285890102386,0.25,8,0.5,0.0,0.8,3.0,1.0
EVAL_COHORT1_ABLATION_IID_V1,22f46af97d5948199c1937706f927f9d,11ba1936c6d17c5c36d80017ed6e15db,S173962316,4,4,4,1,False,True,1,0.5,4.75,0.12389564141631126,0.75,8,0.5,1.0,0.75,1.0,0.25
EVAL_COHORT1_ABLATION_IID_V1,22f46af97d5948199c1937706f927f9d,39f858f3c7228cdb38f8e701e6fd8ccd,S173967034,4,4,4,1,False,False,0,1.0,6.0,0.1584657058119774,0.375,8,0.5,0.25,0.0,-0.25,0.0
EVAL_COHORT1_ABLATION_IID_V1,22f46af97d5948199c1937706f927f9d,ec383f5847773f23626ee364a2da7910,S173970404,4,4,4,-1,False,True,1,0.25,4.75,0.0010814843699336052,0.125,8,0.25,0.0,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,253b59d030df45e18d3ef8c1a19f7856,49ac73812b1efcf21bae9ba283ac82f2,S173968790,5,5,5,1,False,False,0,1.0,6.2,0.05622733756899834,1.0,8,1.0,1.0,0.4,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,253b59d030df45e18d3ef8c1a19f7856,737ced74d244f8a0aff4c6b81199336c,S173960482,5,5,5,1,False,True,2,0.2,4.2,0.09414525330066681,0.875,8,0.75,1.0,0.6,0.8,0.39999999999999997
EVAL_COHORT1_ABLATION_IID_V1,253b59d030df45e18d3ef8c1a19f7856,e1b422f6ad74bcddaa24e24e09f903f8,S173969432,5,5,5,1,False,False,0,0.8,5.4,0.10614947974681854,0.125,8,0.25,0.0,0.4,0.4,0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,283280b320114e0a98aa1d59805e2d80,02d1e1334b0b0462dc0dd0931432690e,S173965806,5,5,5,-1,False,True,2,0.2,4.4,0.017220675945281982,0.25,8,0.25,0.25,-0.6,-1.2,-0.6000000000000001
EVAL_COHORT1_ABLATION_IID_V1,283280b320114e0a98aa1d59805e2d80,404c0b024f2c1922d531deccf3e3f2c5,S173969427,5,5,5,1,False,False,0,1.0,5.4,0.06954219937324524,0.5,8,0.25,0.75,0.6,0.8,0.0
EVAL_COHORT1_ABLATION_IID_V1,283280b320114e0a98aa1d59805e2d80,d29f9ac3acfa3db5d9425c42c7c960a2,S173960705,5,5,5,-1,False,True,1,0.6,4.8,0.10686863958835602,0.375,8,0.5,0.25,-0.6,-1.6,-1.2
EVAL_COHORT1_ABLATION_IID_V1,2bfc957d497f4009b453fc83f73152ed,2f07c3fe6dd0eba0a6ad708c4fc460b2,S173965556,5,5,5,1,False,True,1,0.6,5.4,0.0829850509762764,0.5,8,0.75,0.25,0.8,0.8,0.20000000000000007
EVAL_COHORT1_ABLATION_IID_V1,2bfc957d497f4009b453fc83f73152ed,40aee55b6548ea0670b1ea8fda6b1f57,S173961108,4,4,4,1,False,False,0,1.0,7.0,0.13992231339216232,0.125,8,0.25,0.0,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,2bfc957d497f4009b453fc83f73152ed,d3e628a0db3df6116caa7cb3ca909c10,S173966321,5,5,5,1,True,False,0,0.0,4.0,-0.11551932990550995,0.875,8,0.75,1.0,0.0,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,2d237ed12bd04765ac7a814904c15d47,0f41d6150aec39f2fb917f475b3390b4,S173965945,5,5,5,-1,False,False,0,1.0,6.8,-0.05768119916319847,0.125,8,0.25,0.0,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,2d237ed12bd04765ac7a814904c15d47,18b7ce0644bbdce0a9479c78d0e13173,S173965746,5,5,5,1,False,False,0,0.6,5.2,0.15150028467178345,0.625,8,0.5,0.75,-0.2,-0.2,-0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,2d237ed12bd04765ac7a814904c15d47,1a3bbc140945e2f12c3812d5ebacaa03,S173970681,5,5,5,-1,False,True,2,0.2,4.2,-0.012929997406899929,1.0,8,1.0,1.0,0.4,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,2db53544368c47f3b6c42ff3c31f1b76,74513f596b16ab78b0fb58305e99b382,S173960982,4,4,4,-1,False,False,0,0.5,5.0,0.01652319449931383,0.75,8,1.0,0.5,0.25,0.5,0.0
EVAL_COHORT1_ABLATION_IID_V1,2db53544368c47f3b6c42ff3c31f1b76,89bf316fbbdef9864f5aa63cee02817e,S173969496,4,4,4,-1,False,True,1,0.25,4.25,0.18028343468904495,0.5,8,0.5,0.5,-0.25,-0.5,-0.25
EVAL_COHORT1_ABLATION_IID_V1,2db53544368c47f3b6c42ff3c31f1b76,df3c6688aff491ac770f63a6070f0ad2,S173964610,4,4,4,1,True,True,2,0.0,4.0,-0.029638451524078846,0.875,8,0.75,1.0,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,2efd1e2b192d4363b79b3f957d218898,c39b20df21027a968cfd6b57c99f2e9f,S173960377,5,5,5,-1,False,True,2,0.2,4.8,-0.011553026735782623,0.625,8,0.5,0.75,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,2efd1e2b192d4363b79b3f957d218898,ee55126a865af5f855a2b933c4803ccc,S173967910,5,5,5,1,False,False,0,1.0,6.4,0.07362767308950424,0.25,8,0.5,0.0,0.2,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,2efd1e2b192d4363b79b3f957d218898,fbab79c221d3853be344c529172ff6ae,S173963798,5,5,5,1,False,False,0,0.8,5.4,0.060342151671648026,0.75,8,0.75,0.75,0.8,1.0,0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,307f427bd04f4401a104e3f7342da132,30bf3f2483d26dffb1c30c2664b88e67,S173968790,5,5,5,1,False,False,0,0.4,4.6,0.03996816277503967,0.875,8,0.75,1.0,0.2,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,307f427bd04f4401a104e3f7342da132,79ea044a2629e4ac78c9741c83dd216e,S173967997,5,5,5,-1,False,False,0,1.0,6.4,-0.08056729286909103,1.0,8,1.0,1.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,307f427bd04f4401a104e3f7342da132,a0502f13874198d058559ba8a9dd011f,S173970681,5,5,5,-1,False,True,2,0.2,4.6,0.030105695128440857,0.375,8,0.75,0.0,-0.2,-0.4,-0.4
EVAL_COHORT1_ABLATION_IID_V1,3233284ee18a4339b6b21102949f1812,5a1435b61104d39241b94067d7ec88b2,S173963248,5,5,5,1,False,False,0,0.8,5.4,0.1008898913860321,0.125,8,0.25,0.0,0.4,-0.2,-0.20000000000000007
EVAL_COHORT1_ABLATION_IID_V1,3233284ee18a4339b6b21102949f1812,72b5588da21b66f869d895a4bd4ed0bb,S173969478,5,5,5,-1,False,True,1,0.2,4.2,-0.09995945543050766,0.125,8,0.25,0.0,1.0,2.0,0.8
EVAL_COHORT1_ABLATION_IID_V1,3233284ee18a4339b6b21102949f1812,e157e7b145a1f15780c635a906fc2001,S173961435,5,5,5,-1,False,True,1,0.4,5.4,-0.016602739691734314,0.5,8,0.5,0.5,0.4,0.8,0.6
EVAL_COHORT1_ABLATION_IID_V1,3254edd8cd7749e4998369895f582ca6,1bd25be26b7cac9ff6372199f9163439,S173960179,5,5,3,-1,False,False,0,0.8,5.8,-0.00548783503472805,0.625,8,0.5,0.75,-0.6666666666666666,-1.0,-0.33333333333333337
EVAL_COHORT1_ABLATION_IID_V1,3254edd8cd7749e4998369895f582ca6,80240bef16bf6a857ddfd5128e196820,S173966090,4,4,3,1,True,True,1,0.0,4.0,0.052012283354997635,1.0,8,1.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
EVAL_COHORT1_ABLATION_IID_V1,3254edd8cd7749e4998369895f582ca6,a86f143f0d662fc0b3c3a32d1d67918a,S173968918,5,5,3,1,False,False,0,0.8,5.8,0.0728941261768341,0.125,8,0.25,0.0,0.0,-0.3333333333333333,0.33333333333333337
EVAL_COHORT1_ABLATION_IID_V1,326bbedda8c748698d82debe9961db5b,301f5f5c0542a555406b6e063984eab6,S173961792,5,5,5,1,False,True,1,0.2,4.2,0.04588880389928818,1.0,8,1.0,1.0,0.4,0.6,0.2
EVAL_COHORT1_ABLATION_IID_V1,326bbedda8c748698d82debe9961db5b,5b3a6c9103529460831e88dd8a125679,S173964407,5,5,5,-1,False,True,1,0.6,5.4,0.009518343955278397,0.625,8,0.25,1.0,-0.4,-0.8,-0.39999999999999997
EVAL_COHORT1_ABLATION_IID_V1,326bbedda8c748698d82debe9961db5b,dcb18b64fff57b9e12b6a6a669d11de7,S173963190,5,5,5,1,False,True,2,0.2,4.6,0.02295055240392685,0.75,8,1.0,0.5,-0.2,-0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,3362baf252264630be5f08f54436047c,5e4cbb3917867abe179e7eb58d7bc865,S173964380,5,5,4,1,False,True,1,0.6,5.2,0.11804080009460449,0.25,8,0.25,0.25,-0.5,-1.0,-0.5
EVAL_COHORT1_ABLATION_IID_V1,3362baf252264630be5f08f54436047c,c19f81a54d0a88a1a6b062839b58cbe9,S173963833,5,5,4,1,False,True,1,0.6,5.0,0.20948009192943573,0.0,8,0.0,0.0,0.0,-0.75,-0.75
EVAL_COHORT1_ABLATION_IID_V1,3362baf252264630be5f08f54436047c,eaa4cb7f7ca2505a80d4e837be51946b,S173965483,5,5,4,1,False,True,1,0.4,4.4,0.12254545092582703,0.125,8,0.25,0.0,0.0,0.5,0.0
EVAL_COHORT1_ABLATION_IID_V1,340b4aed264f40d19ee442f75bf8f27d,8a5410a0aa61d2c31018424de3da22cf,S173963284,5,5,5,1,False,False,0,1.0,6.8,0.18129009008407593,0.125,8,0.0,0.25,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,340b4aed264f40d19ee442f75bf8f27d,e873e53fcce6c9bb5c245037035c942a,S173969048,5,5,5,1,False,False,0,1.0,6.2,0.10227961838245392,1.0,8,1.0,1.0,0.4,0.4,0.0
EVAL_COHORT1_ABLATION_IID_V1,340b4aed264f40d19ee442f75bf8f27d,f156237afbb61ae3e780b5512c8d09bb,S173960276,5,5,5,1,False,True,1,0.6,5.2,0.11274085938930511,1.0,8,1.0,1.0,0.8,1.2,0.4
EVAL_COHORT1_ABLATION_IID_V1,34658b05b97a4d90bdb93ffd37103ca3,0acf131bbeeccb80f0c2833ff257c8b6,S173969613,5,5,5,-1,False,True,1,0.6,5.0,0.02203795686364174,0.25,8,0.5,0.0,-0.4,-1.6,-0.8
EVAL_COHORT1_ABLATION_IID_V1,34658b05b97a4d90bdb93ffd37103ca3,8d5184a45463a50cc383440bcac99c2b,S173967526,5,5,5,-1,False,True,1,0.6,5.6,0.11280933022499084,0.625,8,0.5,0.75,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,34658b05b97a4d90bdb93ffd37103ca3,96b5378f36d6e0763c863d525989ccb3,S173963032,5,5,5,1,False,False,0,1.0,5.6,0.10265138000249863,0.125,8,0.25,0.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,34aa3ad9b7a34d56931afef54fcfe585,6760ab7761075f96253e43a5e3c7e034,S173968544,5,5,5,-1,False,True,2,0.2,5.0,-0.04433416575193405,0.625,8,1.0,0.25,-0.2,-0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,34aa3ad9b7a34d56931afef54fcfe585,c6183308226a9e7ac6f7895d4ab9a478,S173968987,5,5,5,-1,False,True,1,0.2,4.4,-0.0431293360888958,0.25,8,0.5,0.0,-0.2,-0.4,-0.2
EVAL_COHORT1_ABLATION_IID_V1,34aa3ad9b7a34d56931afef54fcfe585,e80d74ce07e0b6f85427944c04cb1dd7,S173963630,5,5,5,1,False,False,0,1.0,6.8,0.14837883412837982,0.0,8,0.0,0.0,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,34ed4d169bfc48cea6024b8dc18b3e18,126837d31c0801ec52053d5fa5d4c19c,S173965594,5,5,5,1,False,False,0,0.8,5.4,0.1379048228263855,0.125,8,0.25,0.0,0.6,0.8,0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,34ed4d169bfc48cea6024b8dc18b3e18,45479e2e7e8d374d5f96332af2eaaf00,S173961048,5,5,5,1,False,True,1,0.4,4.4,0.09433090686798096,1.0,8,1.0,1.0,-0.2,-0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,34ed4d169bfc48cea6024b8dc18b3e18,d9f3a68e25c672c5a40683286099c016,S173964380,5,5,5,1,False,False,0,1.0,6.8,0.17057842016220093,0.375,8,0.25,0.5,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,3937b6e9113a48e098da15cc1311293d,26afa4397f7b56e7b42d7339e4356144,S173965133,5,5,5,-1,False,True,2,0.2,5.0,-0.11527691781520844,0.0,8,0.0,0.0,0.6,1.6,0.8
EVAL_COHORT1_ABLATION_IID_V1,3937b6e9113a48e098da15cc1311293d,3594f7c1d958ff5eff2519f4a74e6165,S173966287,5,5,5,1,False,False,0,0.8,5.6,0.15017050504684448,0.125,8,0.25,0.0,0.2,-0.6,-0.4
EVAL_COHORT1_ABLATION_IID_V1,3937b6e9113a48e098da15cc1311293d,4b9231787e7ea3cbf6f1db09fcd84270,S173960532,5,5,5,1,False,False,0,0.8,5.8,0.2027057409286499,0.0,8,0.0,0.0,0.0,0.0,-0.20000000000000007
EVAL_COHORT1_ABLATION_IID_V1,3a98685b3bf84bb4a28c282f855f0dba,2761e27f4ce1c1e85193a94ba97f616e,S173968825,5,5,5,1,True,True,1,0.0,4.2,-0.05366962403059006,0.75,8,0.5,1.0,-0.2,-0.6,-0.2
EVAL_COHORT1_ABLATION_IID_V1,3a98685b3bf84bb4a28c282f855f0dba,284cb7b2c818441605492eecec02a92e,S173967931,5,5,5,1,False,True,1,0.2,4.2,0.026885846629738808,0.625,8,0.5,0.75,-0.4,-0.4,-0.2
EVAL_COHORT1_ABLATION_IID_V1,3a98685b3bf84bb4a28c282f855f0dba,70c23cbb2f8e0bd28e1a5eac71e4aa80,S173967960,5,5,5,1,False,True,2,0.2,4.0,0.06524022668600082,0.125,8,0.25,0.0,-0.4,-1.0,-0.8
EVAL_COHORT1_ABLATION_IID_V1,3f1236e283374389a0413ef31662ecb0,44b68375cff97449cefd58b8a2cfc68d,S173966799,4,4,4,1,False,True,1,0.5,4.5,0.140218086540699,0.125,8,0.25,0.0,0.25,0.5,0.0
EVAL_COHORT1_ABLATION_IID_V1,3f1236e283374389a0413ef31662ecb0,556d53d27547f396d118336cd421955f,S173967210,4,4,4,1,True,True,2,0.0,3.25,-0.09292075596749783,0.125,8,0.25,0.0,0.5,0.5,-0.25
EVAL_COHORT1_ABLATION_IID_V1,3f1236e283374389a0413ef31662ecb0,ced02945a1376ab2367bbe1aa62febfe,S173968320,5,5,4,-1,False,True,2,0.2,4.4,0.008030540309846401,0.5,8,0.25,0.75,0.5,1.0,0.5
EVAL_COHORT1_ABLATION_IID_V1,41cb614003da44c39da94f367dddd8f5,b00ea77a1211711cd96199c9bd4aa417,S173961108,5,5,5,1,False,False,0,0.8,6.2,0.13321742415428162,0.25,8,0.5,0.0,-0.2,-0.4,-0.20000000000000007
EVAL_COHORT1_ABLATION_IID_V1,41cb614003da44c39da94f367dddd8f5,be3993b558dbb8f507d5725e371ca916,S173963365,5,5,5,1,False,True,1,0.4,4.6,0.14759573340415955,0.375,8,0.75,0.0,0.4,0.6,0.0
EVAL_COHORT1_ABLATION_IID_V1,41cb614003da44c39da94f367dddd8f5,eba529278d268bcd0053da016982c3ec,S173969628,5,5,5,1,True,True,2,0.0,4.0,-0.020818019285798073,0.75,8,0.75,0.75,0.2,0.2,0.0
EVAL_COHORT1_ABLATION_IID_V1,437ab39febe0492b9f9dce1c44cdaa54,6c42e533a9e2f3d8f2379fdf1cf89be5,S173961473,5,5,5,1,False,False,0,0.6,5.6,0.09545520693063736,0.125,8,0.25,0.0,0.6,1.0,0.4
EVAL_COHORT1_ABLATION_IID_V1,437ab39febe0492b9f9dce1c44cdaa54,be6329aed1b75fa98ce733ba96bfe854,S173969907,5,5,5,1,False,True,1,0.4,4.8,0.1126401349902153,0.375,8,0.75,0.0,1.0,2.0,0.6
EVAL_COHORT1_ABLATION_IID_V1,437ab39febe0492b9f9dce1c44cdaa54,c81aec1beac127854ce6b058e1284d96,S173965437,5,5,5,1,True,True,2,0.0,4.2,-0.0599653497338295,1.0,8,1.0,1.0,0.0,0.8,0.4
EVAL_COHORT1_ABLATION_IID_V1,4656c87568a44cc698780dd3463f5bcf,07ecb98a34ea56460ba4bc4d805f9013,S173961230,4,4,4,1,False,True,1,0.5,4.75,0.17112092673778534,0.125,8,0.25,0.0,0.75,1.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,4656c87568a44cc698780dd3463f5bcf,4df437d6b9c3658014cca652de933995,S173970127,4,4,4,1,False,True,1,0.5,5.0,0.17285484820604324,0.125,8,0.25,0.0,0.5,1.25,0.5
EVAL_COHORT1_ABLATION_IID_V1,4656c87568a44cc698780dd3463f5bcf,d43b12eeb5510303655bc1ac50885c22,S173965199,5,5,5,-1,False,True,2,0.2,5.0,-0.049109674990177155,0.625,8,0.75,0.5,0.4,0.4,0.2
EVAL_COHORT1_ABLATION_IID_V1,491bfedba3ee4454aa93b04bb61f07e0,012523713ff386f71761f3f339451b31,S173968115,5,5,5,-1,False,False,0,1.0,6.2,-0.0021002963185310364,0.625,8,0.75,0.5,0.0,-0.2,-0.4
EVAL_COHORT1_ABLATION_IID_V1,491bfedba3ee4454aa93b04bb61f07e0,59efa9009c8c154443f7068ab66b2652,S173967078,5,5,5,-1,False,False,0,0.6,5.4,-0.03738801181316376,0.375,8,0.75,0.0,0.4,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,491bfedba3ee4454aa93b04bb61f07e0,652bf3958398d19858ce55c7b93ced17,S173970634,5,5,5,1,False,True,1,0.4,4.8,-0.005073044449090958,0.75,8,0.75,0.75,0.6,0.6,0.19999999999999996
EVAL_COHORT1_ABLATION_IID_V1,4a49eda51ce84e02829cb8a23a3d1a79,7c582a2b379aedab9f19ce7829acee9c,S173963781,4,4,4,1,True,True,2,0.0,3.5,-0.037829707376658916,0.125,8,0.25,0.0,-0.25,-1.5,-1.0
EVAL_COHORT1_ABLATION_IID_V1,4a49eda51ce84e02829cb8a23a3d1a79,9c24963c894260a942efb5dc057e8b69,S173961515,5,5,5,1,False,False,0,1.0,6.4,0.14837071299552917,0.375,8,0.75,0.0,0.0,0.0,0.0
EVAL_COHORT1_ABLATION_IID_V1,4a49eda51ce84e02829cb8a23a3d1a79,cc0cd4fcd5f0fca621113d14b1528508,S173962962,5,5,5,-1,False,False,0,0.8,6.0,-0.07422994822263718,0.875,8,1.0,0.75,0.6,0.8,0.19999999999999996
